LINK,Year,S Mon,S Day,E Mon,E Day,S Time,E Time,Net,Side,Species,Length,LG,Count,Otolith,Date,Mort?,Code,Collected Live,Frozen
06292022_214W,2022,6,28,6,29,14:54,11:59,214,W,ARCS,87,1,1,,,,,,
06292022_214W,2022,6,28,6,29,14:54,11:59,214,W,ARCS,167,2,1,,,,,,
06292022_214W,2022,6,28,6,29,14:54,11:59,214,W,ARCS,162,2,1,,,,,,
06292022_214W,2022,6,28,6,29,14:54,11:59,214,W,ARCS,164,2,1,,,,,,
06292022_214W,2022,6,28,6,29,14:54,11:59,214,W,ARCS,149,2,1,,,,,,
06292022_214W,2022,6,28,6,29,14:54,11:59,214,W,ARCS,161,2,1,,,,,,
06292022_214W,2022,6,28,6,29,14:54,11:59,214,W,ARCS,155,2,1,,,,,,
06292022_214W,2022,6,28,6,29,14:54,11:59,214,W,ARCS,156,2,1,,,,,,
06292022_214W,2022,6,28,6,29,14:54,11:59,214,W,ARCS,138,2,1,,,,,,
06292022_214W,2022,6,28,6,29,14:54,11:59,214,W,ARCS,143,2,1,,,,,,
06292022_214W,2022,6,28,6,29,14:54,11:59,214,W,ARCS,155,2,1,,,,,,
06292022_214W,2022,6,28,6,29,14:54,11:59,214,W,ARCS,175,2,1,,,,,,
06292022_214W,2022,6,28,6,29,14:54,11:59,214,W,ARCS,195,2,1,,,,,,
06292022_214W,2022,6,28,6,29,14:54,11:59,214,W,ARCS,130,2,1,,,,,,
06292022_214W,2022,6,28,6,29,14:54,11:59,214,W,ARCS,162,2,1,,,,,,
06292022_214W,2022,6,28,6,29,14:54,11:59,214,W,ARCS,156,2,1,,,,,,
06292022_214W,2022,6,28,6,29,14:54,11:59,214,W,ARCS,144,2,1,,,,,,
06292022_214W,2022,6,28,6,29,14:54,11:59,214,W,ARCS,140,2,1,,,,,,
06292022_214W,2022,6,28,6,29,14:54,11:59,214,W,ARCS,152,2,1,,,,,,
06292022_214W,2022,6,28,6,29,14:54,11:59,214,W,ARCS,148,2,1,,,,,,
06292022_214W,2022,6,28,6,29,14:54,11:59,214,W,ARCS,150,2,1,,,,,,
06292022_214W,2022,6,28,6,29,14:54,11:59,214,W,ARCS,149,2,1,,,,,,
06292022_214W,2022,6,28,6,29,14:54,11:59,214,W,ARCS,156,2,1,,,,,,
06292022_214W,2022,6,28,6,29,14:54,11:59,214,W,ARCS,129,2,1,,,,,,
06292022_214W,2022,6,28,6,29,14:54,11:59,214,W,ARCS,140,2,1,,,,,,
06292022_214W,2022,6,28,6,29,14:54,11:59,214,W,ARCS,148,2,1,,,,,,
06292022_214W,2022,6,28,6,29,14:54,11:59,214,W,ARCS,159,2,1,,,,,,
06292022_214W,2022,6,28,6,29,14:54,11:59,214,W,ARCS,163,2,1,,,,,,
06292022_214W,2022,6,28,6,29,14:54,11:59,214,W,ARCS,165,2,1,,,,,,
06292022_214W,2022,6,28,6,29,14:54,11:59,214,W,ARCS,146,2,1,,,,,,
06292022_214W,2022,6,28,6,29,14:54,11:59,214,W,ARCS,164,2,1,,,,,,
06292022_214W,2022,6,28,6,29,14:54,11:59,214,W,ARCS,265,3,1,,,,,,
06292022_214W,2022,6,28,6,29,14:54,11:59,214,W,ARCS,276,3,1,,,,,,
06292022_214W,2022,6,28,6,29,14:54,11:59,214,W,ARCS,270,3,1,,,,,,
06292022_214W,2022,6,28,6,29,14:54,11:59,214,W,BDWF,75,1,1,,,,,,
06292022_214W,2022,6,28,6,29,14:54,11:59,214,W,BDWF,74,1,1,,,,,,
06292022_214W,2022,6,28,6,29,14:54,11:59,214,W,BDWF,78,1,1,,,,,,
06292022_214W,2022,6,28,6,29,14:54,11:59,214,W,BDWF,74,1,1,,,,,,
06292022_214W,2022,6,28,6,29,14:54,11:59,214,W,BDWF,86,1,1,,,,,,
06292022_214W,2022,6,28,6,29,14:54,11:59,214,W,BDWF,80,1,1,,,,,,
06292022_214W,2022,6,28,6,29,14:54,11:59,214,W,BDWF,70,1,1,,,,,,
06292022_214W,2022,6,28,6,29,14:54,11:59,214,W,BDWF,81,1,1,,,,,,
06292022_214W,2022,6,28,6,29,14:54,11:59,214,W,BDWF,84,1,1,,,,,,
06292022_214W,2022,6,28,6,29,14:54,11:59,214,W,BDWF,90,1,1,,,,,,
06292022_214W,2022,6,28,6,29,14:54,11:59,214,W,BDWF,87,1,1,,,,,,
06292022_214W,2022,6,28,6,29,14:54,11:59,214,W,BDWF,89,1,1,,,,,,
06292022_214W,2022,6,28,6,29,14:54,11:59,214,W,BDWF,85,1,1,,,,,,
06292022_214W,2022,6,28,6,29,14:54,11:59,214,W,BDWF,78,1,1,,,,,,
06292022_214W,2022,6,28,6,29,14:54,11:59,214,W,BDWF,87,1,1,,,,,,
06292022_214W,2022,6,28,6,29,14:54,11:59,214,W,BDWF,80,1,1,,,,,,
06292022_214W,2022,6,28,6,29,14:54,11:59,214,W,BDWF,72,1,1,,,,,,
06292022_214W,2022,6,28,6,29,14:54,11:59,214,W,BDWF,90,1,1,,,,,,
06292022_214W,2022,6,28,6,29,14:54,11:59,214,W,BDWF,84,1,1,,,,,,
06292022_214W,2022,6,28,6,29,14:54,11:59,214,W,BDWF,70,1,1,,,,,,
06292022_214W,2022,6,28,6,29,14:54,11:59,214,W,BDWF,77,1,1,,,,,,
06292022_214W,2022,6,28,6,29,14:54,11:59,214,W,BDWF,83,1,1,,,,,,
06292022_214W,2022,6,28,6,29,14:54,11:59,214,W,BDWF,95,1,1,,,,,,
06292022_214W,2022,6,28,6,29,14:54,11:59,214,W,BDWF,88,1,1,,,,,,
06292022_214W,2022,6,28,6,29,14:54,11:59,214,W,BDWF,86,1,1,,,,,,
06292022_214W,2022,6,28,6,29,14:54,11:59,214,W,BDWF,92,1,1,,,,,,
06292022_214W,2022,6,28,6,29,14:54,11:59,214,W,BDWF,79,1,1,,,,,,
06292022_214W,2022,6,28,6,29,14:54,11:59,214,W,BDWF,82,1,1,,,,,,
06292022_214W,2022,6,28,6,29,14:54,11:59,214,W,BDWF,88,1,1,,,,,,
06292022_214W,2022,6,28,6,29,14:54,11:59,214,W,BDWF,89,1,1,,,,,,
06292022_214W,2022,6,28,6,29,14:54,11:59,214,W,BDWF,180,2,1,,,,,,
06292022_214W,2022,6,28,6,29,14:54,11:59,214,W,BDWF,187,2,1,,,,,,
06292022_214W,2022,6,28,6,29,14:54,11:59,214,W,BDWF,120,2,1,,,,,,
06292022_214W,2022,6,28,6,29,14:54,11:59,214,W,BDWF,170,2,1,,,,,,
06292022_214W,2022,6,28,6,29,14:54,11:59,214,W,BDWF,132,2,1,,,,,,
06292022_214W,2022,6,28,6,29,14:54,11:59,214,W,BDWF,134,2,1,,,,,,
06292022_214W,2022,6,28,6,29,14:54,11:59,214,W,BDWF,134,2,1,,,,,,
06292022_214W,2022,6,28,6,29,14:54,11:59,214,W,BDWF,140,2,1,,,,,,
06292022_214W,2022,6,28,6,29,14:54,11:59,214,W,BDWF,177,2,1,,,,,,
06292022_214W,2022,6,28,6,29,14:54,11:59,214,W,BDWF,140,2,1,,,,,,
06292022_214W,2022,6,28,6,29,14:54,11:59,214,W,BDWF,145,2,1,,,,,,
06292022_214W,2022,6,28,6,29,14:54,11:59,214,W,BDWF,135,2,1,,,,,,
06292022_214W,2022,6,28,6,29,14:54,11:59,214,W,BDWF,130,2,1,,,,,,
06292022_214W,2022,6,28,6,29,14:54,11:59,214,W,BDWF,125,2,1,,,,,,
06292022_214W,2022,6,28,6,29,14:54,11:59,214,W,BDWF,129,2,1,,,,,,
06292022_214W,2022,6,28,6,29,14:54,11:59,214,W,BDWF,200,2,1,,,,,,
06292022_214W,2022,6,28,6,29,14:54,11:59,214,W,BDWF,173,2,1,,,,,,
06292022_214W,2022,6,28,6,29,14:54,11:59,214,W,BDWF,152,2,1,,,,,,
06292022_214W,2022,6,28,6,29,14:54,11:59,214,W,BDWF,196,2,1,,,,,,
06292022_214W,2022,6,28,6,29,14:54,11:59,214,W,BDWF,135,2,1,,,,,,
06292022_214W,2022,6,28,6,29,14:54,11:59,214,W,BDWF,131,2,1,,,,,,
06292022_214W,2022,6,28,6,29,14:54,11:59,214,W,BDWF,132,2,1,,,,,,
06292022_214W,2022,6,28,6,29,14:54,11:59,214,W,BDWF,132,2,1,,,,,,
06292022_214W,2022,6,28,6,29,14:54,11:59,214,W,BDWF,341,3,1,,,,,,
06292022_214W,2022,6,28,6,29,14:54,11:59,214,W,LSCS,86,1,1,,,,,,
06292022_214W,2022,6,28,6,29,14:54,11:59,214,W,LSCS,153,1,1,,,,,,
06292022_214W,2022,6,28,6,29,14:54,11:59,214,W,LSCS,148,1,1,,,,,,
06292022_214W,2022,6,28,6,29,14:54,11:59,214,W,LSCS,164,1,1,,,,,,
06292022_214W,2022,6,28,6,29,14:54,11:59,214,W,LSCS,173,1,1,,,,,,
06292022_214W,2022,6,28,6,29,14:54,11:59,214,W,LSCS,267,2,1,,,,,,
06292022_214W,2022,6,28,6,29,14:54,11:59,214,W,LSCS,256,2,1,,,,,,
06292022_214W,2022,6,28,6,29,14:54,11:59,214,W,LSCS,204,2,1,,,,,,
06292022_214W,2022,6,28,6,29,14:54,11:59,214,W,LSCS,264,2,1,,,,,,
06292022_214W,2022,6,28,6,29,14:54,11:59,214,W,LSCS,187,2,1,,,,,,
06292022_214W,2022,6,28,6,29,14:54,11:59,214,W,DLVN,124,1,1,,,,,,
06292022_214W,2022,6,28,6,29,14:54,11:59,214,W,DLVN,172,1,1,,,,,,
06292022_214W,2022,6,28,6,29,14:54,11:59,214,W,DLVN,120,1,1,,,,,,
06292022_214W,2022,6,28,6,29,14:54,11:59,214,W,DLVN,150,1,1,,,,,,
06292022_214W,2022,6,28,6,29,14:54,11:59,214,W,DLVN,148,1,1,,,,,,
06292022_214W,2022,6,28,6,29,14:54,11:59,214,W,DLVN,142,1,1,,,,,,
06292022_214W,2022,6,28,6,29,14:54,11:59,214,W,HBWF,145,NA,1,,,,,,
06292022_214W,2022,6,28,6,29,14:54,11:59,214,W,HBWF,185,NA,1,,,,,,
06292022_214W,2022,6,28,6,29,14:54,11:59,214,W,HBWF,178,NA,1,,,,,,
06292022_214W,2022,6,28,6,29,14:54,11:59,214,W,SFCD,202,NA,1,,,,,,
06292022_214W,2022,6,28,6,29,14:54,11:59,214,W,SFCD,183,NA,1,,,,,,
06292022_214W,2022,6,28,6,29,14:54,11:59,214,W,SFCD,185,NA,1,,,,,,
06292022_214W,2022,6,28,6,29,14:54,11:59,214,W,SFCD,201,NA,1,,,,,,
06292022_214W,2022,6,28,6,29,14:54,11:59,214,W,SFCD,152,NA,1,,,,,,
06292022_214W,2022,6,28,6,29,14:54,11:59,214,W,SFCD,188,NA,1,,,,,,
06292022_214W,2022,6,28,6,29,14:54,11:59,214,W,SFCD,180,NA,1,,,,,,
06292022_214W,2022,6,28,6,29,14:54,11:59,214,W,SFCD,189,NA,1,,,,,,
06302022_214E,2022,6,29,6,30,13:14,10:16,214,E,ARCS,102,1,1,,,,,,
06302022_214E,2022,6,29,6,30,13:14,10:16,214,E,ARCS,99,1,1,,,,,,
06302022_214E,2022,6,29,6,30,13:14,10:16,214,E,ARCS,97,1,1,,,,,,
06302022_214E,2022,6,29,6,30,13:14,10:16,214,E,ARCS,95,1,1,,,,,,
06302022_214E,2022,6,29,6,30,13:14,10:16,214,E,ARCS,98,1,1,,,,,,
06302022_214E,2022,6,29,6,30,13:14,10:16,214,E,ARCS,105,1,1,,,,,,
06302022_214E,2022,6,29,6,30,13:14,10:16,214,E,ARCS,97,1,1,,,,,,
06302022_214E,2022,6,29,6,30,13:14,10:16,214,E,ARCS,94,1,1,,,,,,
06302022_214E,2022,6,29,6,30,13:14,10:16,214,E,ARCS,160,2,1,,,,,,
06302022_214E,2022,6,29,6,30,13:14,10:16,214,E,ARCS,153,2,1,,,,,,
06302022_214E,2022,6,29,6,30,13:14,10:16,214,E,ARCS,167,2,1,,,,,,
06302022_214E,2022,6,29,6,30,13:14,10:16,214,E,ARCS,151,2,1,,,,,,
06302022_214E,2022,6,29,6,30,13:14,10:16,214,E,ARCS,159,2,1,,,,,,
06302022_214E,2022,6,29,6,30,13:14,10:16,214,E,ARCS,130,2,1,,,,,,
06302022_214E,2022,6,29,6,30,13:14,10:16,214,E,ARCS,160,2,1,,,,,,
06302022_214E,2022,6,29,6,30,13:14,10:16,214,E,BDWF,87,1,1,,,,,,
06302022_214E,2022,6,29,6,30,13:14,10:16,214,E,BDWF,81,1,1,,,,,,
06302022_214E,2022,6,29,6,30,13:14,10:16,214,E,LSCS,101,1,1,,,,,,
06302022_214E,2022,6,29,6,30,13:14,10:16,214,E,LSCS,236,2,1,,,,,,
06302022_214E,2022,6,29,6,30,13:14,10:16,214,E,DLVN,132,1,1,,,,,,
06302022_214E,2022,6,29,6,30,13:14,10:16,214,E,DLVN,155,1,1,,,,,,
06302022_214E,2022,6,29,6,30,13:14,10:16,214,E,DLVN,137,1,1,,,,,,
06302022_214E,2022,6,29,6,30,13:14,10:16,214,E,DLVN,496,2,1,,,,,,
06302022_214E,2022,6,29,6,30,13:14,10:16,214,E,SFCD,172,NA,1,,,,,,
06302022_214E,2022,6,29,6,30,13:14,10:16,214,E,SFCD,214,NA,1,,,,,,
06302022_214W,2022,6,29,6,30,11:59,9:41,214,W,ARCS,115,1,1,,,,,,
06302022_214W,2022,6,29,6,30,11:59,9:41,214,W,ARCS,112,1,1,,,,,,
06302022_214W,2022,6,29,6,30,11:59,9:41,214,W,ARCS,105,1,1,,,,,,
06302022_214W,2022,6,29,6,30,11:59,9:41,214,W,ARCS,105,1,1,,,,,,
06302022_214W,2022,6,29,6,30,11:59,9:41,214,W,ARCS,105,1,1,,,,,,
06302022_214W,2022,6,29,6,30,11:59,9:41,214,W,ARCS,96,1,1,,,,,,
06302022_214W,2022,6,29,6,30,11:59,9:41,214,W,ARCS,102,1,1,,,,,,
06302022_214W,2022,6,29,6,30,11:59,9:41,214,W,ARCS,119,1,1,,,,,,
06302022_214W,2022,6,29,6,30,11:59,9:41,214,W,ARCS,100,1,1,,,,,,
06302022_214W,2022,6,29,6,30,11:59,9:41,214,W,ARCS,98,1,1,,,,,,
06302022_214W,2022,6,29,6,30,11:59,9:41,214,W,ARCS,95,1,1,,,,,,
06302022_214W,2022,6,29,6,30,11:59,9:41,214,W,ARCS,169,2,1,,,,,,
06302022_214W,2022,6,29,6,30,11:59,9:41,214,W,ARCS,159,2,1,,,,,,
06302022_214W,2022,6,29,6,30,11:59,9:41,214,W,ARCS,159,2,1,,,,,,
06302022_214W,2022,6,29,6,30,11:59,9:41,214,W,ARCS,152,2,1,,,,,,
06302022_214W,2022,6,29,6,30,11:59,9:41,214,W,ARCS,134,2,1,,,,,,
06302022_214W,2022,6,29,6,30,11:59,9:41,214,W,ARCS,153,2,1,,,,,,
06302022_214W,2022,6,29,6,30,11:59,9:41,214,W,ARCS,163,2,1,,,,,,
06302022_214W,2022,6,29,6,30,11:59,9:41,214,W,ARCS,124,2,1,,,,,,
06302022_214W,2022,6,29,6,30,11:59,9:41,214,W,ARCS,144,2,1,,,,,,
06302022_214W,2022,6,29,6,30,11:59,9:41,214,W,ARCS,138,2,1,,,,,,
06302022_214W,2022,6,29,6,30,11:59,9:41,214,W,ARCS,141,2,1,,,,,,
06302022_214W,2022,6,29,6,30,11:59,9:41,214,W,ARCS,135,2,1,,,,,,
06302022_214W,2022,6,29,6,30,11:59,9:41,214,W,ARCS,164,2,1,,,,,,
06302022_214W,2022,6,29,6,30,11:59,9:41,214,W,ARCS,162,2,1,,,,,,
06302022_214W,2022,6,29,6,30,11:59,9:41,214,W,ARCS,155,2,1,,,,,,
06302022_214W,2022,6,29,6,30,11:59,9:41,214,W,ARCS,166,2,1,,,,,,
06302022_214W,2022,6,29,6,30,11:59,9:41,214,W,ARCS,169,2,1,,,,,,
06302022_214W,2022,6,29,6,30,11:59,9:41,214,W,ARCS,160,2,1,,,,,,
06302022_214W,2022,6,29,6,30,11:59,9:41,214,W,ARCS,144,2,1,,,,,,
06302022_214W,2022,6,29,6,30,11:59,9:41,214,W,ARCS,150,2,1,,,,,,
06302022_214W,2022,6,29,6,30,11:59,9:41,214,W,ARCS,155,2,1,,,,,,
06302022_214W,2022,6,29,6,30,11:59,9:41,214,W,ARCS,105,1,1,,,,,,
06302022_214W,2022,6,29,6,30,11:59,9:41,214,W,ARCS,155,2,1,,,,,,
06302022_214W,2022,6,29,6,30,11:59,9:41,214,W,ARCS,149,2,1,,,,,,
06302022_214W,2022,6,29,6,30,11:59,9:41,214,W,ARCS,155,2,1,,,,,,
06302022_214W,2022,6,29,6,30,11:59,9:41,214,W,ARCS,150,2,1,,,,,,
06302022_214W,2022,6,29,6,30,11:59,9:41,214,W,ARCS,131,2,1,,,,,,
06302022_214W,2022,6,29,6,30,11:59,9:41,214,W,ARCS,154,2,1,,,,,,
06302022_214W,2022,6,29,6,30,11:59,9:41,214,W,ARCS,146,2,1,,,,,,
06302022_214W,2022,6,29,6,30,11:59,9:41,214,W,ARCS,307,3,1,,,,,,
06302022_214W,2022,6,29,6,30,11:59,9:41,214,W,ARCS,282,3,1,,,,,,
06302022_214W,2022,6,29,6,30,11:59,9:41,214,W,BDWF,85,1,1,,,,,,
06302022_214W,2022,6,29,6,30,11:59,9:41,214,W,BDWF,94,1,1,,,,,,
06302022_214W,2022,6,29,6,30,11:59,9:41,214,W,BDWF,85,1,1,,,,,,
06302022_214W,2022,6,29,6,30,11:59,9:41,214,W,BDWF,89,1,1,,,,,,
06302022_214W,2022,6,29,6,30,11:59,9:41,214,W,BDWF,92,1,1,,,,,,
06302022_214W,2022,6,29,6,30,11:59,9:41,214,W,BDWF,84,1,1,,,,,,
06302022_214W,2022,6,29,6,30,11:59,9:41,214,W,BDWF,91,1,1,,,,,,
06302022_214W,2022,6,29,6,30,11:59,9:41,214,W,BDWF,136,2,1,,,,,,
06302022_214W,2022,6,29,6,30,11:59,9:41,214,W,BDWF,144,2,1,,,,,,
06302022_214W,2022,6,29,6,30,11:59,9:41,214,W,BDWF,131,2,1,,,,,,
06302022_214W,2022,6,29,6,30,11:59,9:41,214,W,BDWF,360,3,1,,,,,,
06302022_214W,2022,6,29,6,30,11:59,9:41,214,W,BDWF,375,3,1,,,,,,
06302022_214W,2022,6,29,6,30,11:59,9:41,214,W,BDWF,373,3,1,,,,,,
06302022_214W,2022,6,29,6,30,11:59,9:41,214,W,LSCS,103,1,1,,,,,,
06302022_214W,2022,6,29,6,30,11:59,9:41,214,W,LSCS,149,1,1,,,,,,
06302022_214W,2022,6,29,6,30,11:59,9:41,214,W,LSCS,145,1,1,,,,,,
06302022_214W,2022,6,29,6,30,11:59,9:41,214,W,LSCS,105,1,1,,,,,,
06302022_214W,2022,6,29,6,30,11:59,9:41,214,W,LSCS,96,1,1,,,,,,
06302022_214W,2022,6,29,6,30,11:59,9:41,214,W,LSCS,99,1,1,,,,,,
06302022_214W,2022,6,29,6,30,11:59,9:41,214,W,LSCS,154,1,1,,,,,,
06302022_214W,2022,6,29,6,30,11:59,9:41,214,W,LSCS,89,1,1,,,,,,
06302022_214W,2022,6,29,6,30,11:59,9:41,214,W,LSCS,145,1,1,,,,,,
06302022_214W,2022,6,29,6,30,11:59,9:41,214,W,LSCS,290,2,1,,,,,,
06302022_214W,2022,6,29,6,30,11:59,9:41,214,W,LSCS,188,2,1,,,,,,
